1	401	1	0
9	969	1	0
9	270	1	0
112	53	1	0
118	1	1	0
118	53	1	0
53	118	1	0
118	470	1	0
118	270	1	0
167	73	1	0
270	1	1	0
270	53	1	0
270	112	1	0
270	118	1	0
270	470	1	0
473	36	1	0
36	473	1	0
53	36	1	0
112	36	1	0
36	112	1	0
167	9	1	0
9	167	1	0
167	438	1	0
98	9	1	0
9	98	1	0
1631	36	1	0
36	1631	1	0
1126	112	1	0
9	1	1	0
1126	1	1	0
1	1126	1	0
112	3	1	0
3	112	1	0
1	167	1	0
0	112	1	0
1631	1	1	0
1	9	1	0
1	1631	1	0
0	1	1	0
504	120	1	0
120	504	1	0
167	1	1	0
470	1	1	0
3	98	1	0
3602	504	1	0
504	3602	1	0
90	3	1	0
3602	90	1	0
90	3602	1	0
90	296	1	0
73	167	1	0
73	311	1	0
9	3	1	0
3	9	1	0
296	90	1	0
2472	98	1	0
237	98	1	0
98	2472	1	0
98	237	1	0
120	39	1	0
39	120	1	0
120	118	1	0
118	120	1	0
120	3	1	0
3	120	1	0
98	3	1	0
36	30	1	0
118	90	1	0
90	118	1	0
3578	36	1	0
36	3578	1	0
3578	53	1	0
709	1	1	0
1	709	1	0
118	3	1	0
624	0	1	0
0	743	1	0
0	624	1	0
438	3	1	0
3	438	1	0
624	90	1	0
90	624	1	0
36	379	1	0
39	1400	1	0
1208	3	1	0
3	311	1	0
3	1208	1	0
916	44	1	0
1126	73	1	0
73	1126	1	0
3578	292	1	0
511	1	1	0
1	511	1	0
511	22	1	0
39	22	1	0
22	511	1	0
22	39	1	0
30	36	1	0
44	916	1	0
624	73	1	0
73	624	1	0
916	1	1	0
1	916	1	0
39	36	1	0
36	39	1	0
44	250	1	0
624	438	1	0
438	624	1	0
2890	39	1	0
43	39	1	0
39	2890	1	0
39	43	1	0
3730	624	1	0
624	3730	1	0
743	0	1	0
743	39	1	0
39	743	1	0
743	711	1	0
711	743	1	0
167	90	1	0
90	167	1	0
743	248	1	0
248	743	1	0
500	3	1	0
1114	401	1	0
401	1114	1	0
1468	624	1	0
624	1468	1	0
743	401	1	0
401	743	1	0
435	1	1	0
1	435	1	0
767	435	1	0
767	22	1	0
90	36	1	0
36	90	1	0
39	988	1	0
379	36	1	0
1086	22	1	0
22	1086	1	0
1114	916	1	0
916	1114	1	0
531	3	1	0
3	531	1	0
916	39	1	0
39	916	1	0
39	378	1	0
73	3	1	0
445	3	1	0
3	445	1	0
388	44	1	0
44	388	1	0
388	22	1	0
22	388	1	0
388	125	1	0
388	292	1	0
531	90	1	0
90	531	1	0
768	90	1	0
90	768	1	0
112	768	1	0
112	1126	1	0
767	1	1	0
767	3	1	0
3	767	1	0
22	709	1	0
1086	43	1	0
43	1086	1	0
1086	73	1	0
73	1086	1	0
125	292	1	0
1208	1	1	0
1	53	1	0
1	73	1	0
1	1208	1	0
292	1	1	0
1908	3	1	0
3	1908	1	0
292	73	1	0
292	90	1	0
292	112	1	0
292	125	1	0
292	438	1	0
292	3578	1	0
292	388	1	0
292	401	1	0
30	378	1	0
44	39	1	0
988	39	1	0
39	44	1	0
130	73	1	0
144	130	1	0
560	130	1	0
130	144	1	0
130	560	1	0
147	53	1	0
53	147	1	0
511	120	1	0
120	511	1	0
378	30	1	0
378	39	1	0
438	147	1	0
147	438	1	0
248	401	1	0
445	1	1	0
767	147	1	0
269	147	1	0
147	767	1	0
147	269	1	0
2102	3	1	0
3	2102	1	0
2102	39	1	0
39	2102	1	0
767	44	1	0
44	767	1	0
401	248	1	0
767	445	1	0
445	767	1	0
3	22	1	0
3	236	1	0
22	767	1	0
236	3	1	0
147	118	1	0
511	147	1	0
1408	147	1	0
147	1408	1	0
269	236	1	0
236	269	1	0
378	1	1	0
1	378	1	0
465	53	1	0
53	465	1	0
465	147	1	0
147	465	1	0
378	222	1	0
222	378	1	0
465	378	1	0
378	1208	1	0
378	465	1	0
147	108	1	0
108	147	1	0
1400	147	1	0
378	269	1	0
269	378	1	0
2697	1	1	0
1	2697	1	0
22	1918	1	0
1225	39	1	0
39	1225	1	0
459	53	1	0
73	130	1	0
118	147	1	0
1918	39	1	0
39	1918	1	0
43	710	1	0
378	53	1	0
53	378	1	0
378	108	1	0
108	378	1	0
147	130	1	0
130	147	1	0
839	147	1	0
147	839	1	0
147	3505	1	0
147	1400	1	0
1627	151	1	0
511	151	1	0
151	1627	1	0
1229	378	1	0
378	1229	1	0
3505	1400	1	0
709	3	1	0
3	709	1	0
1599	39	1	0
39	1599	1	0
151	147	1	0
147	151	1	0
768	1	1	0
1	445	1	0
1	768	1	0
934	22	1	0
22	934	1	0
147	39	1	0
39	147	1	0
710	43	1	0
1269	3	1	0
3	1269	1	0
768	118	1	0
118	768	1	0
147	511	1	0
768	151	1	0
151	768	1	0
511	459	1	0
768	459	1	0
459	768	1	0
459	511	1	0
147	43	1	0
43	147	1	0
3	1	1	0
1	3	1	0
850	39	1	0
39	850	1	0
151	53	1	0
53	151	1	0
1599	147	1	0
147	1599	1	0
1400	39	1	0
250	222	1	0
222	250	1	0
530	53	1	0
53	530	1	0
3505	530	1	0
530	3505	1	0
233	39	1	0
39	233	1	0
378	43	1	0
2437	22	1	0
22	43	1	0
22	2437	1	0
39	1076	1	0
530	44	1	0
44	530	1	0
296	105	1	0
105	296	1	0
530	130	1	0
130	530	1	0
1912	147	1	0
147	1912	1	0
839	530	1	0
530	839	1	0
3	530	1	0
1269	108	1	0
108	1269	1	0
296	1211	1	0
1920	1269	1	0
1269	1920	1	0
1400	1	1	0
108	107	1	0
107	108	1	0
625	151	1	0
151	625	1	0
3730	1400	1	0
1400	3730	1	0
1	311	1	0
1225	22	1	0
22	1225	1	0
1076	39	1	0
839	53	1	0
53	839	1	0
222	108	1	0
108	222	1	0
773	530	1	0
530	773	1	0
1098	108	1	0
108	1098	1	0
147	138	1	0
138	147	1	0
222	144	1	0
1098	144	1	0
144	222	1	0
144	1098	1	0
